cycle,reward,avg_episode_len,loss
0,0.0,0.068,0.0
100,0.018000000000000006,7.77,0.0017751518881729438
200,0.013000000000000003,8.354,0.0010810738084006972
300,0.022000000000000006,8.978999999999997,0.001973198751627253
400,0.032000000000000015,8.947000000000001,0.002173920913644585
500,0.030000000000000013,9.922,0.0022237811138761093
600,0.022000000000000006,10.345000000000004,0.002016495871401303
700,0.05099999999999999,11.192,0.0032431142854854027
800,0.04799999999999999,11.583000000000002,0.003471059938949163
900,0.06899999999999995,12.229000000000003,0.005277515674675283
1000,0.07399999999999997,14.130000000000004,0.005222019126143864
1100,0.07599999999999998,14.986,0.005272551981410915
1200,0.11499999999999991,16.633000000000006,0.006319492025160657
1300,0.13199999999999987,18.865000000000006,0.007133543260143394
1400,0.12299999999999997,18.710000000000004,0.008204075890290912
1500,0.16599999999999987,20.524,0.009948685288689769
1600,0.20699999999999985,21.94900000000001,0.011276655106596634
1700,0.18199999999999988,22.234999999999996,0.011279054841246498
1800,0.21699999999999986,23.415000000000006,0.011308996901628652
1900,0.24300000000000005,24.867999999999988,0.010340493062568689
2000,0.293,26.02000000000001,0.010116521971235727
2100,0.27699999999999997,28.122999999999998,0.010764097033240407
2200,0.296,28.59400000000001,0.010891042662142206
2300,0.3389999999999997,28.352000000000004,0.011054629866358108
2400,0.3279999999999999,29.74200000000001,0.010159851655255927
2500,0.343,30.819000000000003,0.009889846473836835
2600,0.34600000000000003,32.809,0.009972841138334266
2700,0.3719999999999997,31.934999999999995,0.009990482475459963
2800,0.3760000000000001,32.458,0.010044849751956537
2900,0.4149999999999996,33.798999999999985,0.009903158829596198
3000,0.4109999999999998,34.29199999999999,0.00903729257296508
3100,0.43399999999999994,36.167,0.00983277854255808
3200,0.4680000000000002,37.23800000000002,0.009738382787019826
3300,0.47199999999999986,35.788999999999994,0.009929917381935027
3400,0.48099999999999987,36.82299999999999,0.009017457996557112
3500,0.4679999999999998,36.87500000000001,0.009509239934582595
3600,0.5920000000000002,37.40899999999999,0.008686057301432445
3700,0.6230000000000002,38.070000000000014,0.008275981422177947
3800,0.6430000000000001,37.06399999999998,0.008563306653107507
3900,0.6450000000000002,37.924,0.008645180266950542
4000,0.6760000000000003,38.855000000000004,0.007702053814926055
4100,0.6509999999999999,38.862999999999985,0.007740206933526051
4200,0.6300000000000003,39.729000000000006,0.008495102203992142
4300,0.684,38.21500000000001,0.0076636553639315855
4400,0.6720000000000002,39.86699999999999,0.007476808175781936
4500,0.6820000000000003,38.486999999999995,0.007426575389289167
4600,0.672,41.62299999999999,0.008277500975939543
4700,0.7010000000000004,38.88300000000003,0.00789828355872084
4800,0.6860000000000003,40.545,0.007530787940061186
4900,0.7120000000000006,39.627999999999986,0.00713717354235061
5000,0.6670000000000003,40.718,0.0069127681461789246
5100,0.6800000000000002,38.19999999999999,0.0074744985354484724
5200,0.6760000000000004,41.14300000000001,0.007551121723305785
5300,0.6910000000000004,40.40600000000001,0.007105942238645001
5400,0.7099999999999999,38.836,0.006892635591739085
5500,0.6970000000000001,39.766999999999996,0.007438990791412566
5600,0.6840000000000002,39.43399999999999,0.007796362941670109
5700,0.6609999999999999,40.42799999999999,0.0076658177161099276
5800,0.6930000000000003,40.861,0.007619169478908245
5900,0.6790000000000002,39.601000000000006,0.007288549568546256
6000,0.6680000000000004,39.545000000000016,0.008452549051533842
6100,0.6800000000000004,39.104,0.007730480727986372
6200,0.675,40.32900000000001,0.007196159312106451
6300,0.6900000000000002,39.099000000000004,0.0073195534975988245
6400,0.6600000000000005,39.17500000000001,0.007610791604950615
