cycle,reward,avg_episode_len
0,0.0,0.075
100,0.020000000000000004,7.966000000000003
200,0.015000000000000003,8.233999999999998
300,0.02800000000000001,8.876999999999999
400,0.031000000000000014,9.849999999999998
500,0.04300000000000001,10.716999999999999
600,0.049000000000000016,11.716000000000003
700,0.06299999999999997,12.164000000000001
800,0.08399999999999996,13.461999999999994
900,0.08499999999999996,13.775999999999994
1000,0.1149999999999999,15.122999999999998
1100,0.1199999999999999,15.946999999999996
1200,0.12199999999999989,16.711
1300,0.1729999999999999,18.767
1400,0.18099999999999994,18.605999999999998
1500,0.2129999999999999,21.21100000000001
1600,0.23999999999999985,21.348
1700,0.24899999999999994,21.313
1800,0.28300000000000003,23.334000000000007
1900,0.29200000000000004,24.243000000000002
2000,0.29899999999999993,24.974999999999987
2100,0.33699999999999997,26.000999999999998
2200,0.3529999999999998,27.291999999999994
2300,0.42800000000000005,28.095
2400,0.44099999999999995,29.921999999999993
2500,0.45499999999999985,30.285
2600,0.47400000000000003,31.337000000000007
2700,0.4699999999999998,32.713
2800,0.5029999999999999,32.208000000000006
2900,0.524,31.51100000000001
3000,0.5210000000000002,33.076999999999984
3100,0.5459999999999999,34.53400000000001
3200,0.5710000000000001,36.532
