avg_episode_len,cycle,loss,reward
0.379,0,0.0,0.0
32.099000000000004,100,0.0,0.0
35.362,200,0.0,0.0
34.452000000000005,300,9.904858354546555e-05,0.001
31.194000000000006,400,0.0004774122207948744,0.008
32.318,500,0.0004980390051532538,0.011000000000000001
36.028,600,0.0004574307532739794,0.009
34.26900000000001,700,0.0010466858605777027,0.021000000000000005
37.471000000000004,800,0.0012200818509517483,0.024000000000000007
41.39099999999999,900,0.0014981528029713767,0.02800000000000001
42.157999999999994,1000,0.0017600584018974813,0.026000000000000013
41.66300000000001,1100,0.00240292540008054,0.046000000000000006
44.218,1200,0.0029281948717132748,0.05599999999999999
45.775999999999996,1300,0.003294019524970515,0.051
46.956999999999965,1400,0.0036379293884329506,0.061999999999999986
48.941999999999986,1500,0.0034993036867648326,0.07299999999999997
50.99099999999996,1600,0.004276326873669176,0.09699999999999992
54.352999999999994,1700,0.005856477909548333,0.1219999999999999
56.28400000000002,1800,0.007620587227701441,0.14399999999999988
57.19800000000002,1900,0.007227867436697666,0.14699999999999985
57.041,2000,0.007573623927553418,0.17999999999999988
59.182999999999964,2100,0.008514379701529854,0.1739999999999999
56.11499999999998,2200,0.008439888793558212,0.20999999999999996
55.411000000000016,2300,0.009266002099769813,0.2520000000000001
57.53000000000001,2400,0.009186522599234458,0.23799999999999996
63.27399999999999,2500,0.009071203780154824,0.26399999999999996
63.23799999999999,2600,0.008874970176994908,0.286
62.98500000000001,2700,0.009618716125369471,0.3229999999999999
62.13399999999999,2800,0.009982202639280376,0.349
63.29800000000001,2900,0.010131750197337776,0.3440000000000001
62.46800000000002,3000,0.00946512133204403,0.30699999999999994
62.07100000000005,3100,0.009590840492573074,0.35199999999999987
63.19699999999999,3200,0.009988718468149327,0.36800000000000005
64.36200000000001,3300,0.009840475581395716,0.38299999999999995
62.51399999999998,3400,0.009541576080837295,0.3839999999999999
64.83800000000001,3500,0.010146224527213265,0.3999999999999997
64.54299999999998,3600,0.009760168462593054,0.3859999999999998
63.64000000000003,3700,0.01012813056588317,0.4079999999999997
63.650000000000006,3800,0.009560539502165852,0.402
65.712,3900,0.010250919402323713,0.405
61.93399999999997,4000,0.009474367146291,0.3979999999999999
63.68599999999998,4100,0.009538056193769412,0.396
64.027,4200,0.009493168486258098,0.39999999999999986
67.899,4300,0.01007215147349612,0.40999999999999964
63.393999999999984,4400,0.009798381109074815,0.42699999999999994
64.64800000000001,4500,0.00956618726417297,0.4269999999999998
64.125,4600,0.009823254319290245,0.44600000000000006
65.79499999999999,4700,0.009834350227585964,0.43499999999999994
65.652,4800,0.009828885687571221,0.436
66.20599999999996,4900,0.009892873036696477,0.45199999999999974
65.46799999999999,5000,0.009506779430981195,0.4420000000000002
66.27600000000005,5100,0.009725305640700666,0.4179999999999999
64.31099999999999,5200,0.009416211214424814,0.42099999999999993
65.653,5300,0.009760824662517147,0.461
63.80799999999999,5400,0.009953936884285926,0.43799999999999994
65.26100000000001,5500,0.009094644694184105,0.4470000000000001
64.94800000000002,5600,0.009766954622072945,0.44300000000000006
64.09599999999999,5700,0.009796688481810464,0.44299999999999984
65.611,5800,0.009594846296794792,0.45800000000000024
65.32099999999998,5900,0.010057386708856144,0.4419999999999999
65.52699999999999,6000,0.009439720847385449,0.4359999999999998
66.63999999999999,6100,0.010069607492838311,0.4209999999999998
65.858,6200,0.009654805158320741,0.44799999999999995
65.93100000000004,6300,0.009875858321663399,0.4529999999999999
64.83800000000002,6400,0.01004587494836998,0.4490000000000002
66.352,6500,0.01014597582796673,0.46099999999999997
65.48700000000002,6600,0.010034753536639341,0.4400000000000002
67.349,6700,0.009689747571222162,0.4269999999999998
64.41799999999998,6800,0.009101457025087514,0.4369999999999999
65.508,6900,0.010334052269057186,0.4519999999999998
63.866000000000014,7000,0.009137568109515609,0.4059999999999999
67.85699999999999,7100,0.009821075559207247,0.3699999999999997
65.99399999999996,7200,0.009928566653709735,0.46899999999999986
70.26099999999998,7300,0.010673167063125138,0.451
70.137,7400,0.010480173201492013,0.45500000000000007
71.87200000000001,7500,0.010609602363442884,0.4959999999999999
69.55499999999998,7600,0.010921524779174692,0.48
70.741,7700,0.010623248231247228,0.469
70.083,7800,0.010554994173538987,0.49100000000000016
71.65800000000002,7900,0.010386643515393288,0.4759999999999999
69.353,8000,0.010333193944280521,0.46899999999999975
69.824,8100,0.010408951987165955,0.47400000000000014
70.887,8200,0.010637494704196187,0.44499999999999995
70.528,8300,0.010293625172751081,0.4589999999999999
70.27500000000003,8400,0.0106031280595184,0.5009999999999998
70.24900000000002,8500,0.010447439969842223,0.45099999999999985
70.61600000000001,8600,0.010709179688423639,0.48800000000000004
69.20300000000003,8700,0.010512524375659638,0.47099999999999986
69.283,8800,0.01028535639637704,0.48499999999999976
68.543,8900,0.010574723221035157,0.46899999999999975
70.726,9000,0.010363001351496317,0.45999999999999974
69.444,9100,0.009963591471355797,0.5070000000000001
70.77900000000001,9200,0.010746628755940242,0.489
70.13599999999998,9300,0.01031862108883784,0.47199999999999986
69.602,9400,0.010516898300543516,0.4809999999999999
70.25699999999998,9500,0.010421532123852068,0.46699999999999986
70.62100000000001,9600,0.0105271743240975,0.4749999999999999
70.02000000000001,9700,0.010430833784526979,0.486
70.59600000000002,9800,0.010520281556109736,0.4649999999999999
71.10599999999997,9900,0.010634226322318401,0.45899999999999985
0.302,0,5.000970396039508e-05,0.001
31.684000000000005,100,0.00019465080411559514,0.002
31.776999999999997,200,0.00014825310606189656,0.002
30.376000000000005,300,0.0002792381592480148,0.004
31.433999999999997,400,2.9290326199243616e-06,0.0
33.372999999999976,500,0.0005363130118100106,0.008
33.91700000000002,600,0.0003859449991569158,0.008
34.24700000000001,700,0.000498454484367164,0.011
34.36699999999999,800,0.0006612519987922221,0.011
33.66999999999999,900,0.000962487397575079,0.016000000000000004
32.92299999999999,1000,0.0009356884935063478,0.021000000000000005
34.81800000000001,1100,0.0010309784240022041,0.017000000000000005
33.746,1200,0.0013151821350872888,0.020000000000000004
34.431999999999995,1300,0.0012323094372983557,0.021000000000000005
37.527,1400,0.0018178292224700276,0.03800000000000002
36.587,1500,0.0022383334576103935,0.040000000000000015
37.507999999999996,1600,0.0024037035255951027,0.03700000000000002
38.12099999999999,1700,0.0033011419723330674,0.07099999999999998
40.48399999999998,1800,0.004817425392919515,0.09899999999999994
41.793,1900,0.005685467057875209,0.12299999999999991
42.99499999999999,2000,0.006850453036412111,0.12799999999999984
42.57,2100,0.0067526688078941655,0.14999999999999986
44.427000000000014,2200,0.006365691734162385,0.12999999999999992
44.078999999999986,2300,0.007604738183246849,0.187
43.65700000000001,2400,0.007628230773083226,0.19399999999999998
45.59400000000001,2500,0.00759048554489614,0.1669999999999999
52.725999999999985,2600,0.007984832229541399,0.24899999999999994
52.710000000000015,2700,0.008131675637347313,0.23399999999999999
53.71300000000001,2800,0.008562831106880836,0.26199999999999996
52.83200000000002,2900,0.00869410929911486,0.28800000000000003
55.325999999999986,3000,0.008838699295812356,0.2859999999999998
58.91799999999999,3100,0.008930536343759562,0.29600000000000004
57.29600000000001,3200,0.008199189014092695,0.324
56.10199999999997,3300,0.008619987662902548,0.3550000000000001
58.163999999999966,3400,0.009031756277253342,0.32800000000000007
58.605,3500,0.008650649075774928,0.31799999999999984
60.30000000000001,3600,0.00876728786470973,0.335
61.685999999999986,3700,0.00853213951274105,0.345
60.89800000000003,3800,0.008882963665907897,0.355
61.997,3900,0.008352157565939562,0.3369999999999999
61.759000000000015,4000,0.008626080579305645,0.37799999999999995
64.08200000000001,4100,0.009498878959873634,0.42799999999999977
65.62200000000003,4200,0.009598921223485136,0.38299999999999995
65.547,4300,0.009520190156716313,0.43399999999999983
66.38399999999999,4400,0.008943444905797392,0.4069999999999997
65.85099999999997,4500,0.009351599045854052,0.401
67.084,4600,0.008923492301506786,0.4179999999999999
66.468,4700,0.009656335993845324,0.3959999999999998
67.80899999999998,4800,0.009351073405275993,0.419
68.64599999999997,4900,0.009207799846346515,0.39600000000000013
65.638,5000,0.009816514753706942,0.3909999999999998
67.07,5100,0.008903246319959073,0.40800000000000003
68.70900000000002,5200,0.009511745741617183,0.425
68.008,5300,0.00947070657765477,0.412
66.40499999999999,5400,0.009240409750145206,0.3809999999999998
64.53799999999995,5500,0.009047523473146721,0.3870000000000001
64.87500000000003,5600,0.009808925346271678,0.41400000000000003
64.34200000000001,5700,0.00920571622125735,0.4029999999999998
64.764,5800,0.00923925810201646,0.40400000000000014
68.418,5900,0.009892565979250763,0.4289999999999998
67.48,6000,0.009165867249071985,0.402
69.00799999999998,6100,0.009189990232547466,0.39299999999999985
67.57699999999998,6200,0.009570875223159246,0.4299999999999999
69.33800000000005,6300,0.009851751559670448,0.4160000000000001
67.52300000000001,6400,0.00927931367660553,0.44699999999999995
