cycle,reward,avg_episode_len,loss
0,0.0,0.057999999999999996,0.0
100,0.008,7.229000000000001,0.0009799840893836363
200,0.016000000000000004,7.994999999999997,0.0016225438040274383
300,0.023000000000000007,8.470999999999998,0.002680546461850082
400,0.02500000000000001,9.413000000000002,0.002343096193875899
500,0.030000000000000013,10.413999999999998,0.0031330706832223528
600,0.052999999999999964,11.468,0.005339671490843909
700,0.05600000000000001,11.695000000000002,0.005730232815190437
800,0.07799999999999996,12.905999999999999,0.008034684922594276
900,0.07599999999999994,13.838999999999999,0.009758521366647186
1000,0.09899999999999994,15.295,0.011372161574591096
1100,0.12199999999999984,16.10399999999999,0.014292334375149924
1200,0.1409999999999999,16.839,0.01638616777940449
1300,0.15799999999999992,16.849,0.019664179502734865
1400,0.17799999999999996,19.28900000000001,0.021129199549833916
1500,0.1969999999999999,19.767,0.021512151870274332
1600,0.251,20.765999999999995,0.02024074860621032
1700,0.255,21.131999999999994,0.02156030832692817
1800,0.285,23.147,0.022759977008827578
1900,0.31699999999999995,24.129000000000005,0.021877634212234584
2000,0.33299999999999974,25.39599999999999,0.021645061056590423
2100,0.338,26.016999999999992,0.021840153143330057
2200,0.3929999999999999,27.462999999999997,0.02190521063214985
2300,0.4079999999999999,27.612999999999992,0.020306515679255323
2400,0.43599999999999994,29.473999999999997,0.020638316796242676
2500,0.4029999999999999,29.80800000000001,0.020271871712988263
2600,0.485,30.795000000000012,0.019557282651572385
2700,0.4679999999999998,32.588,0.019292262803041648
2800,0.5050000000000001,30.63700000000001,0.017755495106296603
2900,0.503,32.999,0.019936769313937695
3000,0.5279999999999999,33.153999999999996,0.019541468460702604
3100,0.547,34.53500000000001,0.01822888461199756
3200,0.5830000000000002,35.09699999999999,0.018139597398779052
3300,0.5830000000000001,34.977,0.018242751350658802
3400,0.6040000000000001,36.619,0.019125085297537467
3500,0.6180000000000001,35.791,0.018076010565705635
3600,0.6060000000000002,37.045,0.01833962450199931
3700,0.6080000000000003,37.356,0.019064526440963486
3800,0.6170000000000001,38.55399999999999,0.019077269769034833
3900,0.6510000000000002,38.523999999999994,0.017600413802034365
4000,0.639,37.569,0.018675295247064835
4100,0.6560000000000004,40.202000000000005,0.01914510456447345
4200,0.6849999999999998,40.451,0.0183469845326383
4300,0.6639999999999999,40.784,0.018620577955578026
4400,0.7010000000000001,42.821,0.017701958361818215
4500,0.6740000000000005,43.69600000000001,0.01813403807668379
4600,0.686,44.209999999999994,0.01811630856108723
4700,0.6720000000000003,42.306999999999995,0.017895710244528944
4800,0.687,42.95500000000001,0.019140661282537295
4900,0.6779999999999999,44.09100000000002,0.019182136524509532
5000,0.6990000000000001,42.597,0.018009079128551483
5100,0.7000000000000002,42.51,0.01851181837746478
5200,0.6790000000000002,42.03300000000001,0.019227418481797903
5300,0.6830000000000002,42.87100000000001,0.018848352221384042
5400,0.6880000000000004,43.01699999999999,0.017829842348680548
5500,0.6880000000000002,42.70800000000001,0.017789376996874034
5600,0.7159999999999997,44.11400000000001,0.017984083475323678
5700,0.6880000000000002,43.70200000000002,0.01798363275883352
5800,0.7019999999999998,42.19299999999999,0.018626793209949623
5900,0.6999999999999998,43.136999999999986,0.01809871774473395
6000,0.7149999999999999,42.330999999999996,0.017892485570079535
6100,0.7270000000000002,41.44100000000001,0.016939491246819968
6200,0.7059999999999998,42.61699999999998,0.01782816797388963
6300,0.694,42.41600000000001,0.018199952615292215
6400,0.6919999999999998,43.39199999999999,0.018017313930065906
6500,0.711,40.70099999999998,0.017441898708095486
6600,0.7140000000000001,41.726000000000006,0.01683085019688172
6700,0.6839999999999999,42.46200000000001,0.01825205270402412
6800,0.6550000000000005,44.160999999999994,0.019085275176995202
6900,0.7090000000000002,41.922000000000004,0.017734268164032473
7000,0.67,42.400000000000006,0.018179181421872
7100,0.6960000000000002,43.62200000000001,0.018049068527851292
7200,0.7049999999999998,42.51799999999997,0.017588916760618897
7300,0.6790000000000004,42.795,0.01874994036129576
7400,0.68,45.245999999999995,0.019360905917097184
7500,0.689,42.87699999999999,0.018066171507373864
7600,0.7100000000000003,42.2,0.01768345173951371
7700,0.6809999999999999,42.84399999999999,0.018286208216535763
7800,0.6659999999999999,43.21999999999999,0.01904144150284995
7900,0.6939999999999997,42.71200000000001,0.018553984551949145
8000,0.6970000000000001,43.86100000000001,0.01823926119069318
8100,0.685,42.52300000000001,0.01873452655021233
8200,0.7030000000000004,42.105,0.018058382983835643
8300,0.6780000000000004,44.67,0.018472357454937704
8400,0.7160000000000004,42.331,0.01743326736098975
8500,0.7020000000000002,43.37200000000001,0.018320899374514293
8600,0.6810000000000003,42.67300000000002,0.01829359757094467
8700,0.7019999999999996,43.69699999999999,0.018022127359483317
8800,0.6850000000000003,43.56399999999999,0.018407993162631732
8900,0.6990000000000002,44.733999999999995,0.018899400659823692
9000,0.72,43.525,0.017569450543760766
9100,0.6920000000000002,41.24000000000003,0.01712748047964632
9200,0.6900000000000002,43.489,0.0181033465396727
9300,0.6730000000000003,43.88399999999999,0.01922047217759336
9400,0.7079999999999999,41.72300000000001,0.018473699279096666
9500,0.7010000000000004,43.42199999999999,0.017802653403771476
9600,0.7040000000000002,42.846,0.018019352443633396
9700,0.7069999999999997,40.964,0.01767882365321214
9800,0.6530000000000006,43.15,0.019119088037244977
9900,0.704,43.42399999999998,0.018113776110101457
